Remove,,,,
These,,,,
Rows,,,,
,,,,
longitude,latitude,shopname,location,accuracy
-111.97624,33.62586,Starbucks - AZ - Scottsdale  00278,"Safeway - Scottsdale #2088_4857 E Greenway Rd_Scottsdale, Arizona 85254_602-274-7422",44
-111.8386581,33.58770455,Starbucks - AZ - Scottsdale  00279,"Safeway-Scottsdale #1126_11275 E Via Linda_Scottsdale, Arizona 85259",44
-111.8742036,33.62030812,Starbucks - AZ - Scottsdale  00280,"Safeway-Scottsdale #1549_14696 N Frank Lloyd Wright Blvd_Scottsdale, Arizona 85260",44
-111.9402159,33.62532392,Starbucks - AZ - Scottsdale  00281,"Safeway-Scottsdale #1750_6501 E Greenway Pkwy #4_Scottsdale, Arizona 85254",44
-111.908011,33.4949,Starbucks - AZ - Scottsdale  00282,"Bashas' - Scottsdale #7_8035 E. Indian School Rd_Scottsdale, Arizona 85251",44
-111.9104844,33.50925641,Starbucks - AZ - Scottsdale  00283,"Safeway-Phoenix #1491_7920 E Chaparral Rd_Scottsdale, Arizona 85250",44
-111.8906495,33.67550663,Starbucks - AZ - Scottsdale  00284,"Safeway-Scottsdale #1663_20901 N Pima Rd_Scottsdale, Arizona 85255",44
-111.925735,33.58459,Starbucks - AZ - Scottsdale  00285,"Safeway-Scottsdale #2032_10773 N Scottsdale Rd_Scottsdale, Arizona 85254",44
-111.8786489,33.62535938,Starbucks - AZ - Scottsdale  00286,"Target North Scottsdale T-936_15444 N Frank Lloyd Wright Blvd_Scottsdale, Arizona 852602845",44
-111.9254028,33.6386133,Starbucks - AZ - Scottsdale  00287,"The Great Indoors-Phoenix_16275 N. Scottsdale Rd._Scottsdale, Arizona 85255_480-948-3776",44
-111.880491,33.58247141,Starbucks - AZ - Scottsdale [WD]  00288,"92nd & Shea, Scottsdale_9301 E. Shea Blvd._Scottsdale, Arizona 85258_480-661-8184",44
-111.895495,33.623804,Starbucks - AZ - Scottsdale [WD]  00289,"101 Freeway & Raintree_15227 N Northsight Blvd._Scottsdale, Arizona 852602602_480-607-3477",44
-111.9089886,33.48593131,Starbucks - AZ - Scottsdale [WD]  00290,"Hayden & Osborn, Scottsdale_3300 N. Hayden Road_Scottsdale, Arizona 852516627_480-946-2488",44
-111.8743663,33.62252143,Starbucks - AZ - Scottsdale [W]  00291,"Frank Lloyd Wright & Thompson Peak_15029 N. Thompson Peak Parkway_Scottsdale, Arizona 85260_480-767-0902",44
-111.8627072,33.5745052,Starbucks - AZ - Scottsdale [W]  00292,"Mountain View & Via Linda, Scottsda_10135 E. Via Linda_Scottsdale, Arizona 85258_480-391-0517",44
-111.9259138,33.78484088,Starbucks - AZ - Scottsdale [W]  00293,"Scottsdale & Ashler Hills, Scottsda_32421 N Scottsdale Road_Scottsdale, Arizona 85262_480-575-0360",44
-111.9255723,33.53869452,Starbucks - AZ - Scottsdale [W]  00294,"Scottsdale & Indian Bend_7001 North Scottsdale Road_Scottsdale, Arizona 85253_(480) 348-0056",44
-111.8885458,33.69834678,Starbucks - AZ - Scottsdale [W]  00295,"Pima & Pinnacle Peak, Scottsdale_8912 E. Pinnacle Peak Road_Scottsdale, Arizona 852553658_480-502-0265",44
-111.9253127,33.69990065,Starbucks - AZ - Scottsdale [W]  00296,"Scottsdale & Pinnacle Peak & Safeway_23535 N. Scottsdale Road_Scottsdale, Arizona 85255_(480) 515-9033",44
-111.9303876,33.50213935,Starbucks - AZ - Scottsdale [W]  00297,"Scottsdale Fashion Square_7014 E Camelback Road_Scottsdale, Arizona 85251_480-429-8995",44
-111.8873901,33.6294632,Starbucks - AZ - Scottsdale [W]  00298,"Scottsdale Town Center_15768 North Frank Lloyd Wright Blvd._Scottsdale, Arizona 85260_(480) 451-3391",44
-111.9260888,33.4942174,Starbucks - AZ - Scottsdale [W]  00299,"Scottsdale & Indian School_4032 N. Scottsdale Road_Scottsdale, Arizona 85251_480-947-4578",44
-111.9260845,33.47988318,Starbucks - AZ - Scottsdale [W]  00300,"Scottsdale & Thomas, Scottsdale_2865 N. Scottsdale Rd_Scottsdale, Arizona 852571326_480-947-5227",44
-111.8000812,34.86332434,Starbucks - AZ - Sedona  00301,"Safeway-Sedona #1207_2300 SR-89A_Sedona, Arizona 86336",44
-111.76359,34.8662,Starbucks - AZ - Sedona [W]  00302,"Hwy 89A & Hwy 179, Sedona_101 SR-89A_Sedona, Arizona 86336_928-204-5580",44
-110.0616819,34.23864889,Starbucks - AZ - Show Low  00303,"Safeway-Show Low #1733_900 W Deuce of Clubs_Show Low, Arizona 85901",44
-110.2759156,31.55462735,Starbucks - AZ - Sierra Vista  00304,"Safeway-Sierra Vista #2083_2190 E Fry Blvd_Sierra Vista, Arizona 85635",44
-110.1411,31.551,Starbucks - AZ - Sierra Vista  00305,"Target Sierra Vista T-735_4151 E Hwy 90_Sierra Vista, Arizona 85635_520-452-0035",44
-112.351061,33.656757,Starbucks - AZ - Sun City West  00306,"Safeway - Sun City West #2054_13503 Camino Del Sol_Sun City West, Arizona 85375",44
-112.2760361,33.63787912,Starbucks - AZ - Sun City [W]  00307,"99th Ave. & Bell, Sun City_10001 W. Bell Road_Sun City, Arizona 853511283_623-583-1459",44
-112.425426,33.63889681,Starbucks - AZ - Surprise  00308,"Albertsons-Surprise #1026_16750 W Bell Rd_Surprise, Arizona 85374",44
-112.3436755,33.63349072,Starbucks - AZ - Surprise  00309,"Safeway-Sun City West #1520_14505 W Grand Ave_Surprise, Arizona 85374",44
-112.35792,33.60932,Starbucks - AZ - Surprise  00310,"Safeway-Surprise #2699_13828 W Waddell Rd_Surprise, Arizona 85374_623-476-1810",44
-112.4319625,33.63881144,Starbucks - AZ - Surprise  00311,"Safeway-Surprise #1997_17049 W Bell Rd_Surprise, Arizona 85374",44
-112.390409,33.6388,Starbucks - AZ - Surprise [W]  00312,"Bell & Brookside, Surprise_15332 W. Bell Road_Surprise, Arizona 853742464_623-584-6593",44
-112.3551297,33.63864751,Starbucks - AZ - Surprise [W]  00313,"Bell & Grand, Surprise_13706 W. Bell Road_Surprise, Arizona 85374_623-584-6354",44
-111.9301883,33.36383659,Starbucks - AZ - Tempe  00314,"Albertsons-Tempe #940_750 E Guadalupe Rd_Tempe, Arizona 85283_480-820-8166",44
-111.9327098,33.41351082,Starbucks - AZ - Tempe  00315,"ASU/Tempe -  Memorial Union_2090 S Normal_Tempe, Arizona 85287_480-727-7480",44
-111.9318,33.4172,Starbucks - AZ - Tempe  00316,"ASU/Tempe -  Business College_College of Business 1st Floor_Tempe, Arizona 85287_480-727-0019",44
-111.9311116,33.41828512,Starbucks - AZ - Tempe  00317,"ASU/Tempe - Bookstore_525 E. Orange St._Tempe, Arizona 85287_480-727-0830",44
-111.9343286,33.42189146,Starbucks - AZ - Tempe  00318,"ASU/Tempe - Palo Verde East_340 E University Dr_Tempe, Arizona 85287_480-727-0462",44
-111.925518,33.407737,Starbucks - AZ - Tempe  00319,"Safeway-Tempe #1487_926 E Broadway_Tempe, Arizona 85282",44
-111.9140702,33.34918409,Starbucks - AZ - Tempe  00320,"Safeway-Tempe #1535_1515 E Elliott Rd_Tempe, Arizona 85284",44
-111.9512811,33.42184023,Starbucks - AZ - Tempe  00321,"University & Hardy, Tempe_871 W. University Drive_Tempe, Arizona 852813463_480-967-1692",44
-111.9552563,33.4412004,Starbucks - AZ - Tempe [WD]  00322,"Priest & Washington, Tempe_1158 W. Washington Street_Tempe, Arizona 852811200_602-225-0212",44
-111.9105527,33.36380411,Starbucks - AZ - Tempe [WD]  00323,"Guadalupe & McClintock_1817 E Guadalupe_Tempe, Arizona 85283_(480) 838-3989",44
-111.926499,33.450393,Starbucks - AZ - Tempe [WD]  00324,"Scottsdale & McKellips, Tempe_1926 N. Scottsdale Rd._Tempe, Arizona 852811517_480-941-6046",44
-111.9670042,33.38474206,Starbucks - AZ - Tempe [W]  00325,"Arizona Mills_5000 Arizona Mills Circle_Tempe, Arizona 85282_(480) 897-4804",44
-111.9648527,33.34907823,Starbucks - AZ - Tempe [W]  00326,"Elliot & Priest, Tempe_1620 W. Elliot Road_Tempe, Arizona 852841024_480-756-8750",44
-111.9090705,33.39388768,Starbucks - AZ - Tempe [W]  00327,"McClintock & Southern, Tempe_3223 S. McClintock Drive_Tempe, Arizona 852825603_480-831-6042",44
-111.9400045,33.42616374,Starbucks - AZ - Tempe [W]  00328,"Mill & 5th Avenue_420 S. Mill Avenue_Tempe, Arizona 85281_(480) 966-7228",44
-111.9286663,33.37850268,Starbucks - AZ - Tempe [W]  00329,"Rural & Baseline - Tempe_5158 South Rural Road_Tempe, Arizona 85282_(480) 897-8335",44
-112.2723273,33.41015719,Starbucks - AZ - Tolleson [WD]  00330,"99th Ave & Lower Buckeye, Tucson_2735 S. 99th Avenue_Tolleson, Arizona 853531403_623-936-3136",44
-111.0061229,32.23940075,Starbucks - AZ - Tucson  00331,"Albertsons-Tucson #972_1350 N. Silverbell Rd._Tucson, Arizona 85745",44
-110.9952047,32.29932614,Starbucks - AZ - Tucson  00332,"Albertsons-Tucson #988_5085 N La Canada Drive_Tucson, Arizona 85704_520-696-0325",44
-111.0119935,32.30506674,Starbucks - AZ - Tucson  00333,"Bashas' W River Rd Tucson  #160_2000 W River Rd_Tucson, Arizona 85704",44
-110.8767,32.182236,Starbucks - AZ - Tucson  00334,"Davis Monthan AFB_5405 E Granite St, Bldg 2527_Tucson, Arizona 85708",44
-110.9432,32.221264,Starbucks - AZ - Tucson  00335,"Safeway - Tucson #1684_1940 EAST BROADWAY ROAD_Tucson, Arizona 85719",44
-110.7974,32.2578,Starbucks - AZ - Tucson  00336,"Safeway - Tucson #1984_9125 East Tanque Verde_Tucson, Arizona 85749",44
-110.805565,32.220764,Starbucks - AZ - Tucson  00337,"Safeway - Tucson #234_8740 E Broadway_Tucson, Arizona 85710",44
-111.00871,32.1339,Starbucks - AZ - Tucson  00338,"Safeway - Tucson #267_2040 West Valencia_Tucson, Arizona 85746_520-578-0144",44
-110.9774191,32.33538253,Starbucks - AZ - Tucson  00339,"Safeway-Tucson #1255_7110 N Oracle Rd_Tucson, Arizona 85704_520-575-0949",44
-110.799695,32.119,Starbucks - AZ - Tucson  00340,"Safeway-Tucson #1986_9050 E Valencia Rd_Tucson, Arizona 85747",44
-110.8913519,32.30839304,Starbucks - AZ - Tucson  00341,"Safeway-Tucson #250_4752 E Sunrise Dr_Tucson, Arizona 857184535_520-299-3534",44
-111.0399153,32.20708767,Starbucks - AZ - Tucson  00342,"Starr Pass Marriott Resort & Spa_3800 W Starr Pass Blvd_Tucson, Arizona 85745",44
-110.7870344,32.2066198,Starbucks - AZ - Tucson  00343,"Target Tucson T-1863_9615 E. Old Spanish Trail_Tucson, Arizona 85748",44
-110.9137549,32.22158475,Starbucks - AZ - Tucson  00344,"Target Tucson El Con Mall T-1439_3699 E. Broadway Blvd_Tucson, Arizona 85716",44
-111.0490882,32.3374794,Starbucks - AZ - Tucson  00345,"Target Tucson T-854_3901 W Ina Rd_Tucson, Arizona 65741",44
-110.944887,32.221421,Starbucks - AZ - Tucson [D]  00346,"Broadway & Campbell, Tucson_1821 E. Broadway Blvd._Tucson, Arizona 857195932_520-622-8116",44
-110.919687,32.2217,Starbucks - AZ - Tucson [D]  00347,"Broadway & Randolph, Tucson_3421 E. Broadway Blvd_Tucson, Arizona 857165410_520-323-4512",44
-110.8371748,32.22095979,Starbucks - AZ - Tucson [WD]  00348,"Broadway Bl & Kolb Rd, Tucson_7288 E. Broadway Blvd._Tucson, Arizona 857101407_520-721-7136",44
-111.1571,32.3301,Starbucks - AZ - Tucson [WD]  00349,"Cortaro & I-10, Tucson_5970 W. Arizona Pavilions Drive_Tucson, Arizona 857437314_520-744-3418",44
-110.9776652,32.33618072,Starbucks - AZ - Tucson [WD]  00350,"Ina & Oracle_7151 N Oracle_Tucson, Arizona 85704_520-219-4880",44
-110.9912844,32.16325493,Starbucks - AZ - Tucson [WD]  00351,"Irvington & I-19, Tucson_1209 W. Irvington Road_Tucson, Arizona 857141167_520-295-3920",44
-110.8584782,32.23603401,Starbucks - AZ - Tucson [WD]  00352,"Speedway & Wilmot, Tucson_6291 E. Speedway Blvd_Tucson, Arizona 857125128_520-546-7771",44
-110.7891449,32.2075692,Starbucks - AZ - Tucson [W]  00353,"22nd & Harrison, Tucson_9525 E. Old Spanish Trail_Tucson, Arizona 857486630_520-721-7221",44
-110.8434517,32.20636026,Starbucks - AZ - Tucson [W]  00354,"22nd Street & Kolb, Tucson_6970 E. 22nd Street_Tucson, Arizona 857105121_520-584-1384",44
-110.7726841,32.22008894,Starbucks - AZ - Tucson [W]  00355,"Broadway & Houghton, Tucson_50 South Houghton Road_Tucson, Arizona 85748_520-298-0408",44
-110.8903829,32.25070669,Starbucks - AZ - Tucson [W]  00356,"Grant & Swan_4811 E Grant_Tucson, Arizona 85712_(520) 325-8669",44
-110.9654,32.2866,Starbucks - AZ - Tucson [W]  00357,"First & Wetmore, Tucson_405 E. Wetmore Road_Tucson, Arizona 857051700_520-293-7086",44
-111.0130385,32.33518446,Starbucks - AZ - Tucson [W]  00358,"La Cholla & Ina, Tucson_7555 N. La Cholla Blvd._Tucson, Arizona 857412303_520-219-9338",44
-110.8663807,32.22149254,Starbucks - AZ - Tucson [W]  00359,"Park Place - Tucson_5870 East Broadway Blvd._Tucson, Arizona 857113916_520-514-1945",44
-110.9448869,32.28723994,Starbucks - AZ - Tucson [W]  00360,"River & Campbell, Tucson_1825 E. River Road, Suite 119_Tucson, Arizona 85718_520-232-0105",44
-110.9726828,32.29661113,Starbucks - AZ - Tucson [W]  00361,"River Road & Stoneloop_98 West River Road_Tucson, Arizona 85704_(520) 408-2292",44
-110.9293345,32.32203293,Starbucks - AZ - Tucson [W]  00362,"Skyline & Campbell, Tucson_6370 N. Campbell Avenue_Tucson, Arizona 857183175_520-529-9211",44
-110.9276,32.2362,Starbucks - AZ - Tucson [W]  00363,"Speedway & Country Club, Tucson_3025 E. Speedway Blvd._Tucson, Arizona 857163826_520-320-1760",44
-110.8924853,32.30835655,Starbucks - AZ - Tucson [W]  00364,"Sunrise & Swan - Tucson_4700 East Sunrise Drive_Tucson, Arizona 85718_520-615-0881",44
-110.9440335,32.23218991,Starbucks - AZ - Tucson [W]  00365,"University of Arizona_802-804 E. University Blvd._Tucson, Arizona 85719_(520) 620-9344",44
-109.84124,32.261646,Starbucks - AZ - WILLCOX  00366,"Safeway - Willcox #272_650 N BISBEE AVE_WILLCOX, Arizona 85643",44
-112.76857,33.962063,Starbucks - AZ - Wickenburg  00367,"Safeway - Wickenburg #1584_1999 W Wickenburg Way_Wickenburg, Arizona 85390",44
-112.1942,35.2485,Starbucks - AZ - Williams  00368,"Safeway - Williams #1639_637 W Route 66_Williams, Arizona 86046",44
-114.6484345,32.68396897,Starbucks - AZ - Yuma  00369,"Albertsons-Yuma #0931 (951)_2378 W 24th St_Yuma, Arizona 85364",44
-114.60354,32.70183,Starbucks - AZ - Yuma  00370,"16th Street & I-8, Yuma_1418 S. Yuma Palms Parkway_Yuma, Arizona 85365_928-782-7854",44
